gion code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
45,28,"МРО СП по ИОИП","640002, Россия, Курганская обл., , г. Курган, , ул. Коли Мяготина, 119, ,","Попова Анастасия Олеговна",,,+7(3522)49-19-57,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,29,"Шадринское МРО СП","641884, Россия, Курганская обл., , г. Шадринск, , ул. Володарского, 30, ,","Биринцев Константин Владимирович",,,+7(35253)7-56-42,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Шадринск"
45,30,"Курганское ГОСП по взысканию с ЮЛ и ИИДНХ","640002, Россия, Курганская обл., , г. Курган, , ул. Коли Мяготина, 119, ,","Богатырева Валентина Сергеевна",+7(3522)49-18-15,,+7(3522)49-18-15,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,31,"Курганское ГОСП №1","640022, Россия, Курганская обл., , г. Курган, , ул. Дзержинского, 54, а,","Киселева Вера Наумовна",,,+7(3522)41-94-39,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
46,39,"ОСП по Железнодорожному округу г.Курска","305000, Г. КУРСК, КРАСНАЯ ПЛОЩАДЬ, Д.6","Якимсева Екатерина Николаевна",,,+7(4712)51-12-08,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00","- город Курск"
45,32,"Курганское ГОСП №2","640022, Россия, Курганская обл., , г. Курган, , ул. Дзержинского, 54, а,","Клементьева Алена Ивановна",,,+7(3522)41-93-70,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,33,"Курганское ГОСП №3","640022, Россия, Курганская обл., , г. Курган, , ул. Дзержинского, 54, а,","Башлыкова Наталя Николаевна",,,+7(3522)41-94-74,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,34,"Курганское ГОСП №4","640022, Россия, Курганская обл., , г. Курган, , ул. Дзержинского, 54, а,","Олейник Нелли Геннадьевна",,,+7(3522)41-94-76,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,35,"Курганское ГОСП №5","640022, Россия, Курганская обл., , г. Курган, , ул. Дзержинского, 54, а,","Фролова Ирина Александровна",,,+7(3522)41-94-96,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Курган"
45,36,"Альменевское РОСП","641130, Россия, Курганская обл., Альменевский р-н, , с. Альменево, , 2, ,","Мугинов Данил Агзамович",,,+7(35242)9-87-22,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- Альменевский сельсовет"
45,37,"Белозерское РОСП","641360, Россия, Курганская обл., Белозерский р-н, , с. Белозерское, ул. Советская, 47, ,","Стенников Владимир Юрьевич",,,+7(35232)2-95-37,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- Белозерский сельсовет"
46,40,"ОСП по Сеймскому округу г.Курска","305018, г.Курск, ул.Белгородская, д.22","Басов Антон Александрович",,,+7(4712)37-01-85,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00","- город Курск"
45,38,"Варгашинское РОСП","641231, Россия, Курганская обл., Варгашинский р-н, , рп. Варгаши, ул. Рабочая, 2/2, ,","Сергеева Наталья Владимировна",,,+7(35233)2-10-70,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- Варгашинский поссовет"
45,39,"Далматовское РОСП","641730, Россия, Курганская обл., Далматовский р-н, г. Далматово, , ул. Герцена, 12, ,","Русаков Дмитрий Викторович",,,+7(35252)3-73-69,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Далматово"
45,40,"Звериноголовское РОСП","641480, Россия, Курганская обл., Звериноголовский р-н, , с. Звериноголовское, ул. Красноармейская, 16, ,","Кравченков Александр Михайлович",,,+7(35240)2-19-82,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- Звериноголовский сельсовет"
45,41,"Каргапольское РОСП","641920, Россия, Курганская обл., Каргапольский р-н, , рп. Каргаполье, ул. Первомайская, 11, ,","Хомяков Виктор Валентинович",,,+7(35256)2-16-58,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- рабочий поселок Каргаполье"
45,42,"Катайское РОСП","641700, Россия, Курганская обл., Катайский р-н, г. Катайск, , ул. Советская, 46, ,","Перепелица Оксана Валентиновна",,,+7(35251)2-33-54,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Катайск"
45,43,"Кетовское РОСП","641310, Россия, Курганская обл., Кетовский р-н, , с. Кетово, ул. Красина, 14, ,","Шакирова Алина Рашитовна",,,+7(35231)3-85-47,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- Кетовский сельсовет"
45,44,"Куртамышское РОСП","641430, Россия, Курганская обл., Куртамышский р-н, г. Куртамыш, , Ленина пр-кт, 37, ,","Грибанова Лариса Петровна",,,+7(35249)2-62-31,+73522491819,"Понедельник-четверг с 8:00 до 17:00, пятница с 8-00 до 15:45, перерыв с 12:00 до 12:45","- город Куртамыш"
